id,nb_guests,DAY,created_at,status,restaurant_id
7031797,3,2019-03-08,2019-03-08T10:21:07,seated,343340
6990690,6,2019-03-09,2019-03-06T09:12:22,seated,343340
7057373,6,2019-03-09,2019-03-09T14:38:57,seated,343340
7083260,2,2019-03-11,2019-03-11T14:49:36,seated,343340
7212817,2,2019-03-18,2019-03-16T17:42:52,seated,343340
7080812,14,2019-03-19,2019-03-11T11:52:33,seated,343340
7256758,2,2019-03-19,2019-03-19T17:22:49,seated,343340
7312016,3,2019-03-22,2019-03-22T14:35:26,seated,343340
7312771,8,2019-03-22,2019-03-22T15:23:30,seated,343340
7330126,5,2019-03-23,2019-03-23T13:54:38,seated,343340
7335682,5,2019-03-23,2019-03-23T18:06:40,seated,343340
7540667,5,2019-04-04,2019-04-04T15:15:42,seated,343340
7574770,3,2019-04-06,2019-04-06T09:44:19,seated,343340
7577161,4,2019-04-06,2019-04-06T10:52:28,seated,343340
7616156,3,2019-04-09,2019-04-08T19:09:51,seated,343340
7304344,12,2019-04-10,2019-03-22T09:56:05,seated,343340
7499622,4,2019-04-10,2019-04-02T13:18:39,seated,343340
7755376,4,2019-04-18,2019-04-16T09:20:40,seated,343340
7787516,4,2019-04-19,2019-04-17T16:59:09,seated,343340
7860497,2,2019-04-19,2019-04-19T15:58:17,seated,343340
7872237,4,2019-04-20,2019-04-20T10:12:24,seated,343340
7879168,4,2019-04-20,2019-04-20T16:12:18,seated,343340
7931001,4,2019-04-25,2019-04-24T11:42:32,seated,343340
7991240,3,2019-04-27,2019-04-27T11:47:34,seated,343340
7995040,5,2019-04-27,2019-04-27T15:27:44,seated,343340
8008306,5,2019-04-28,2019-04-28T13:30:50,seated,343340
7513075,2,2019-04-30,2019-04-03T09:31:59,seated,343340
8040568,2,2019-05-01,2019-04-30T13:20:24,seated,343340
8149492,5,2019-05-01,2019-05-01T17:11:40,seated,343340
8165016,4,2019-05-02,2019-05-02T13:52:42,seated,343340
8166383,2,2019-05-02,2019-05-02T15:08:51,seated,343340
8222935,3,2019-05-05,2019-05-05T15:11:57,seated,343340
8191172,20,2019-05-10,2019-05-03T16:57:20,seated,343340
8313165,2,2019-05-10,2019-05-10T12:59:25,seated,343340
8335935,4,2019-05-11,2019-05-11T15:40:45,seated,343340
8350911,2,2019-05-12,2019-05-12T16:40:56,seated,343340
6544234,2,2019-02-08,2019-02-08T14:38:37,seated,343340
6595536,2,2019-02-12,2019-02-11T17:44:34,seated,343340
6596110,4,2019-02-12,2019-02-11T18:04:42,seated,343340
6598529,2,2019-02-12,2019-02-11T19:34:38,seated,343340
6588582,3,2019-02-14,2019-02-11T11:45:56,seated,343340
6658090,2,2019-02-14,2019-02-14T12:50:56,seated,343340
6666148,4,2019-02-14,2019-02-14T18:22:32,seated,343340
6541789,3,2019-02-16,2019-02-08T12:28:22,seated,343340
6672891,5,2019-02-16,2019-02-15T09:44:23,seated,343340
6725936,2,2019-02-19,2019-02-18T15:27:22,seated,343340
6736366,2,2019-02-19,2019-02-19T10:27:15,seated,343340
6802172,2,2019-02-22,2019-02-22T18:11:42,seated,343340
6802444,2,2019-02-22,2019-02-22T18:18:57,seated,343340
6965853,5,2019-03-06,2019-03-04T18:15:56,seated,343340
6972498,2,2019-03-06,2019-03-05T09:41:59,seated,343340
7053529,5,2019-03-09,2019-03-09T11:35:30,seated,343340
7224310,4,2019-03-17,2019-03-17T16:42:49,seated,343340
7288728,6,2019-03-22,2019-03-21T11:51:17,seated,343340
7312565,10,2019-03-25,2019-03-22T15:10:31,seated,343340
7453046,2,2019-03-30,2019-03-30T12:15:57,seated,343340
7461630,5,2019-03-30,2019-03-30T18:34:25,seated,343340
7411954,6,2019-03-31,2019-03-28T11:19:16,seated,343340
7594510,6,2019-04-09,2019-04-07T11:05:15,seated,343340
7674159,10,2019-04-11,2019-04-11T16:43:45,seated,343340
7783674,10,2019-04-18,2019-04-17T14:09:06,seated,343340
7984780,5,2019-04-27,2019-04-27T07:20:09,seated,343340
8149837,2,2019-05-01,2019-05-01T17:25:53,seated,343340
8170283,3,2019-05-02,2019-05-02T17:25:04,seated,343340
8246740,6,2019-05-07,2019-05-07T08:44:20,seated,343340
8262142,9,2019-05-13,2019-05-07T18:11:57,seated,343340
6018316,3,2019-01-03,2019-01-03T17:54:19,seated,343340
6015488,4,2019-01-05,2019-01-03T15:12:26,seated,343340
6024144,2,2019-01-05,2019-01-04T09:30:48,seated,343340
6092188,7,2019-01-12,2019-01-09T16:59:04,seated,343340
6102823,14,2019-01-12,2019-01-10T12:10:16,seated,343340
6137761,7,2019-01-12,2019-01-12T17:32:10,seated,343340
6186764,10,2019-01-18,2019-01-16T14:38:56,seated,343340
6220874,2,2019-01-18,2019-01-18T15:04:04,seated,343340
6224264,7,2019-01-18,2019-01-18T17:53:13,seated,343340
6230956,6,2019-01-19,2019-01-19T10:09:09,seated,343340
6231757,6,2019-01-19,2019-01-19T10:48:29,seated,343340
6327934,2,2019-01-25,2019-01-25T18:01:28,seated,343340
6357693,6,2019-02-01,2019-01-28T09:53:27,seated,343340
6443774,3,2019-02-02,2019-02-02T13:15:17,seated,343340
6448240,5,2019-02-02,2019-02-02T17:26:12,seated,343340
6522291,2,2019-02-07,2019-02-07T12:42:35,seated,343340
6389335,6,2019-02-08,2019-01-30T11:17:07,seated,343340
6538363,5,2019-02-08,2019-02-08T10:45:20,seated,343340
6480880,5,2019-02-09,2019-02-05T10:52:01,seated,343340
6562311,6,2019-02-09,2019-02-09T13:51:16,seated,343340
6566703,4,2019-02-09,2019-02-09T17:32:33,seated,343340
6509759,5,2019-02-12,2019-02-06T18:30:07,seated,343340
6519130,8,2019-02-12,2019-02-07T10:59:30,seated,343340
6591884,6,2019-02-12,2019-02-11T14:35:38,seated,343340
6593322,2,2019-02-12,2019-02-11T16:00:24,seated,343340
6600247,4,2019-02-12,2019-02-11T21:36:58,seated,343340
6531937,2,2019-02-14,2019-02-07T20:28:04,seated,343340
6561928,2,2019-02-14,2019-02-09T13:31:02,seated,343340
6592424,2,2019-02-14,2019-02-11T15:09:43,seated,343340
6600384,2,2019-02-14,2019-02-11T21:52:21,seated,343340
6616454,2,2019-02-14,2019-02-12T16:59:05,seated,343340
6637174,2,2019-02-14,2019-02-13T15:25:56,seated,343340
6655361,2,2019-02-14,2019-02-14T11:19:38,seated,343340
6660553,2,2019-02-14,2019-02-14T14:40:43,seated,343340
6664030,2,2019-02-14,2019-02-14T17:16:24,seated,343340
6664746,2,2019-02-14,2019-02-14T17:39:23,seated,343340
6614985,2,2019-02-15,2019-02-12T15:52:48,seated,343340
6684243,3,2019-02-15,2019-02-15T17:20:33,seated,343340
6637572,2,2019-02-16,2019-02-13T15:44:49,seated,343340
6651890,4,2019-02-16,2019-02-14T10:06:33,seated,343340
6705267,4,2019-02-16,2019-02-16T18:37:51,seated,343340
6718791,6,2019-02-19,2019-02-18T09:16:58,seated,343340
6729347,6,2019-02-19,2019-02-18T18:34:56,seated,343340
6731503,2,2019-02-19,2019-02-18T21:23:18,seated,343340
6741985,8,2019-02-19,2019-02-19T14:15:04,seated,343340
6744249,9,2019-02-19,2019-02-19T16:43:47,seated,343340
6780023,7,2019-02-22,2019-02-21T16:06:42,seated,343340
6797004,2,2019-02-22,2019-02-22T14:07:09,seated,343340
6800046,3,2019-02-22,2019-02-22T17:07:08,seated,343340
6801421,3,2019-02-22,2019-02-22T17:52:10,seated,343340
6743941,10,2019-02-23,2019-02-19T16:27:22,seated,343340
6762141,6,2019-02-23,2019-02-20T16:30:29,seated,343340
6815043,5,2019-02-23,2019-02-23T15:23:50,seated,343340
6742371,15,2019-02-24,2019-02-19T14:42:39,seated,343340
6790798,8,2019-02-24,2019-02-22T10:10:54,seated,343340
6828894,3,2019-02-24,2019-02-24T17:19:12,seated,343340
6843052,3,2019-02-25,2019-02-25T18:21:02,seated,343340
6863797,4,2019-02-27,2019-02-26T21:01:25,seated,343340
6875817,2,2019-02-27,2019-02-27T15:39:54,seated,343340
6878362,4,2019-02-27,2019-02-27T17:45:49,seated,343340
6892642,2,2019-02-28,2019-02-28T13:37:22,seated,343340
6908678,5,2019-03-01,2019-03-01T11:15:05,seated,343340
6913793,4,2019-03-01,2019-03-01T15:10:17,seated,343340
6918141,6,2019-03-02,2019-03-01T18:07:09,seated,343340
6927283,2,2019-03-02,2019-03-02T11:08:11,seated,343340
6957302,10,2019-03-04,2019-03-04T10:23:39,seated,343340
6798308,8,2019-03-06,2019-02-22T15:40:37,seated,343340
6949099,6,2019-03-06,2019-03-03T18:49:09,seated,343340
6964129,6,2019-03-06,2019-03-04T16:50:21,seated,343340
6967686,4,2019-03-06,2019-03-04T19:45:43,seated,343340
6974259,4,2019-03-06,2019-03-05T10:33:14,seated,343340
7034601,6,2019-03-08,2019-03-08T11:31:45,seated,343340
7038424,2,2019-03-08,2019-03-08T14:31:28,seated,343340
7040558,6,2019-03-08,2019-03-08T16:32:52,seated,343340
7042550,3,2019-03-09,2019-03-08T17:44:06,seated,343340
7045200,10,2019-03-09,2019-03-08T18:51:41,seated,343340
7063924,8,2019-03-11,2019-03-09T19:00:02,seated,343340
7082689,3,2019-03-11,2019-03-11T14:04:45,seated,343340
7140200,4,2019-03-18,2019-03-12T21:06:20,seated,343340
7145695,15,2019-03-18,2019-03-13T10:33:49,seated,343340
7249468,4,2019-03-19,2019-03-19T11:08:56,seated,343340
7253316,2,2019-03-19,2019-03-19T13:52:52,seated,343340
7307587,3,2019-03-22,2019-03-22T11:17:00,seated,343340
7316815,6,2019-03-22,2019-03-22T18:05:27,seated,343340
7307607,10,2019-03-23,2019-03-22T11:17:32,seated,343340
7332355,5,2019-03-23,2019-03-23T16:17:29,seated,343340
7336501,6,2019-03-23,2019-03-23T18:27:16,seated,343340
7357378,2,2019-03-25,2019-03-25T13:36:58,seated,343340
7097832,25,2019-03-30,2019-03-12T12:23:33,seated,343340
7278016,10,2019-03-30,2019-03-20T18:53:09,seated,343340
7444001,4,2019-03-30,2019-03-29T19:09:28,seated,343340
7454558,6,2019-03-30,2019-03-30T13:27:51,seated,343340
7464181,14,2019-03-31,2019-03-30T21:13:23,seated,343340
7565716,2,2019-04-06,2019-04-05T17:12:52,seated,343340
7576979,4,2019-04-06,2019-04-06T10:46:51,seated,343340
7579078,4,2019-04-06,2019-04-06T12:06:14,seated,343340
7582064,2,2019-04-06,2019-04-06T14:56:35,seated,343340
7594896,2,2019-04-07,2019-04-07T11:36:24,seated,343340
7600367,5,2019-04-08,2019-04-07T19:40:49,seated,343340
7630975,2,2019-04-09,2019-04-09T15:50:00,seated,343340
7648750,2,2019-04-10,2019-04-10T12:59:10,seated,343340
7742365,3,2019-04-17,2019-04-15T13:52:01,seated,343340
7783345,7,2019-04-19,2019-04-17T13:50:28,seated,343340
7934878,4,2019-04-24,2019-04-24T15:42:52,seated,343340
7951016,4,2019-04-25,2019-04-25T11:46:24,seated,343340
7576176,32,2019-04-27,2019-04-06T10:23:13,seated,343340
7910875,4,2019-04-27,2019-04-23T10:22:33,seated,343340
7971905,3,2019-04-27,2019-04-26T12:12:47,seated,343340
7991529,5,2019-04-27,2019-04-27T12:00:37,seated,343340
8020761,4,2019-04-30,2019-04-29T12:15:59,seated,343340
8045231,3,2019-04-30,2019-04-30T17:01:37,seated,343340
8053518,5,2019-05-01,2019-05-01T09:25:51,seated,343340
8055253,2,2019-05-01,2019-05-01T10:38:16,seated,343340
8167352,2,2019-05-02,2019-05-02T15:56:19,seated,343340
6964245,17,2019-05-04,2019-03-04T16:57:03,seated,343340
8256402,2,2019-05-07,2019-05-07T14:59:17,seated,343340
8257071,4,2019-05-07,2019-05-07T15:33:05,seated,343340
8311464,2,2019-05-10,2019-05-10T11:35:15,seated,343340
8319493,3,2019-05-10,2019-05-10T17:20:29,seated,343340
7563418,12,2019-05-11,2019-04-05T16:10:00,seated,343340
8185790,22,2019-05-11,2019-05-03T12:41:57,seated,343340
8331914,3,2019-05-11,2019-05-11T11:53:44,seated,343340
8332297,4,2019-05-11,2019-05-11T12:13:15,seated,343340
8335951,2,2019-05-11,2019-05-11T15:41:31,seated,343340
8351356,2,2019-05-12,2019-05-12T17:07:37,seated,343340
8362305,2,2019-05-13,2019-05-13T13:01:03,seated,343340
8395271,3,2019-05-15,2019-05-15T09:23:18,seated,343340
6031060,7,2019-01-05,2019-01-04T15:12:48,seated,343340
6122960,2,2019-01-11,2019-01-11T17:28:20,seated,343340
6220854,2,2019-01-18,2019-01-18T15:01:49,seated,343340
6427155,6,2019-02-01,2019-02-01T13:28:20,seated,343340
6532661,4,2019-02-08,2019-02-07T21:34:01,seated,343340
6528950,4,2019-02-09,2019-02-07T18:21:09,seated,343340
6560386,2,2019-02-09,2019-02-09T12:17:17,seated,343340
6578653,4,2019-02-12,2019-02-10T17:12:50,seated,343340
6579672,4,2019-02-12,2019-02-10T18:16:32,seated,343340
6580876,3,2019-02-12,2019-02-10T19:40:25,seated,343340
6592326,4,2019-02-12,2019-02-11T15:03:56,seated,343340
6626913,2,2019-02-14,2019-02-13T09:35:59,seated,343340
6627617,2,2019-02-14,2019-02-13T09:56:19,seated,343340
6649198,3,2019-02-14,2019-02-14T08:33:43,seated,343340
6660619,2,2019-02-14,2019-02-14T14:44:23,seated,343340
6697363,2,2019-02-16,2019-02-16T12:46:21,seated,343340
6703208,2,2019-02-16,2019-02-16T17:39:31,seated,343340
6797664,3,2019-02-22,2019-02-22T14:55:34,seated,343340
6814604,4,2019-02-24,2019-02-23T14:48:46,seated,343340
6770500,4,2019-02-25,2019-02-21T09:03:17,seated,343340
6860627,2,2019-03-06,2019-02-26T18:18:32,seated,343340
6940615,6,2019-03-06,2019-03-02T21:16:29,seated,343340
6946908,2,2019-03-06,2019-03-03T16:08:54,seated,343340
6976409,4,2019-03-06,2019-03-05T11:29:32,seated,343340
7044893,3,2019-03-09,2019-03-08T18:43:56,seated,343340
7046927,7,2019-03-09,2019-03-08T20:02:21,seated,343340
7053976,3,2019-03-09,2019-03-09T11:49:35,seated,343340
7185593,10,2019-03-15,2019-03-15T11:17:52,seated,343340
7298492,3,2019-03-22,2019-03-21T19:45:47,seated,343340
7336817,5,2019-03-23,2019-03-23T18:36:13,seated,343340
7486748,11,2019-04-02,2019-04-01T18:03:45,seated,343340
7577396,6,2019-04-06,2019-04-06T11:00:20,seated,343340
7650390,2,2019-04-10,2019-04-10T14:42:11,seated,343340
7947419,2,2019-04-25,2019-04-25T09:53:49,seated,343340
7963781,8,2019-04-27,2019-04-26T07:51:23,seated,343340
8046789,3,2019-04-30,2019-04-30T17:39:47,seated,343340
8146792,3,2019-05-01,2019-05-01T14:37:51,seated,343340
8171746,8,2019-05-03,2019-05-02T18:06:27,seated,343340
8261253,4,2019-05-07,2019-05-07T17:44:24,seated,343340
8295641,3,2019-05-11,2019-05-09T16:37:18,seated,343340
8323173,7,2019-05-11,2019-05-10T19:28:53,seated,343340
6049234,4,2019-01-05,2019-01-05T18:48:12,seated,343340
6108617,2,2019-01-11,2019-01-10T18:35:48,seated,343340
6124956,4,2019-01-11,2019-01-11T18:34:34,seated,343340
5994737,9,2019-01-12,2019-01-01T22:47:49,seated,343340
6138415,2,2019-01-12,2019-01-12T17:54:09,seated,343340
6078379,6,2019-01-18,2019-01-08T17:20:00,seated,343340
6190503,16,2019-01-18,2019-01-16T18:15:28,seated,343340
6239468,4,2019-01-19,2019-01-19T17:31:52,seated,343340
6306581,12,2019-01-24,2019-01-24T14:22:05,seated,343340
6424367,5,2019-02-02,2019-02-01T11:23:03,seated,343340
6439716,2,2019-02-02,2019-02-02T10:31:12,seated,343340
6525513,2,2019-02-07,2019-02-07T16:05:23,seated,343340
6526767,2,2019-02-07,2019-02-07T17:07:23,seated,343340
6505337,8,2019-02-08,2019-02-06T15:17:09,seated,343340
6545235,6,2019-02-08,2019-02-08T15:40:37,seated,343340
6549288,3,2019-02-08,2019-02-08T18:08:29,seated,343340
6505592,10,2019-02-09,2019-02-06T15:33:16,seated,343340
6506039,3,2019-02-09,2019-02-06T15:59:26,seated,343340
6543385,5,2019-02-09,2019-02-08T13:49:17,seated,343340
6565837,2,2019-02-09,2019-02-09T17:04:13,seated,343340
6523058,6,2019-02-12,2019-02-07T13:24:18,seated,343340
6552152,6,2019-02-12,2019-02-08T19:36:38,seated,343340
6552288,5,2019-02-12,2019-02-08T19:42:58,seated,343340
6559778,3,2019-02-12,2019-02-09T11:56:17,seated,343340
6563673,7,2019-02-12,2019-02-09T15:17:24,seated,343340
6568057,7,2019-02-12,2019-02-09T18:09:18,seated,343340
6573944,8,2019-02-12,2019-02-10T10:20:06,seated,343340
6592497,2,2019-02-12,2019-02-11T15:14:39,seated,343340
6596056,3,2019-02-12,2019-02-11T18:02:27,seated,343340
6596472,2,2019-02-12,2019-02-11T18:15:59,seated,343340
6609066,5,2019-02-12,2019-02-12T11:26:27,seated,343340
6615936,2,2019-02-12,2019-02-12T16:37:59,seated,343340
6616129,2,2019-02-12,2019-02-12T16:45:52,seated,343340
6616692,2,2019-02-12,2019-02-12T17:07:27,seated,343340
6613131,8,2019-02-13,2019-02-12T14:08:29,seated,343340
6591370,2,2019-02-14,2019-02-11T14:03:44,seated,343340
6632336,6,2019-02-14,2019-02-13T11:51:27,seated,343340
6635582,2,2019-02-14,2019-02-13T14:00:18,seated,343340
6640532,2,2019-02-14,2019-02-13T17:35:01,seated,343340
6662883,8,2019-02-14,2019-02-14T16:31:02,seated,343340
6662982,2,2019-02-14,2019-02-14T16:35:20,seated,343340
6663022,2,2019-02-14,2019-02-14T16:37:15,seated,343340
6665640,2,2019-02-14,2019-02-14T18:06:20,seated,343340
6611641,12,2019-02-16,2019-02-12T12:57:34,seated,343340
6666196,9,2019-02-16,2019-02-14T18:23:47,seated,343340
6694405,2,2019-02-16,2019-02-16T11:02:51,seated,343340
6697600,2,2019-02-16,2019-02-16T12:58:03,seated,343340
6728223,2,2019-02-19,2019-02-18T17:47:13,seated,343340
6741020,4,2019-02-19,2019-02-19T13:14:15,seated,343340
6741108,2,2019-02-19,2019-02-19T13:19:36,seated,343340
6743562,6,2019-02-19,2019-02-19T16:06:03,seated,343340
6743600,2,2019-02-19,2019-02-19T16:07:57,seated,343340
6816772,4,2019-02-23,2019-02-23T17:03:08,seated,343340
6820219,8,2019-02-23,2019-02-23T18:42:38,seated,343340
6926791,14,2019-03-02,2019-03-02T10:53:43,seated,343340
6937312,2,2019-03-02,2019-03-02T18:14:02,seated,343340
6960840,3,2019-03-04,2019-03-04T13:01:18,seated,343340
6890299,4,2019-03-06,2019-02-28T11:36:44,seated,343340
6914217,4,2019-03-06,2019-03-01T15:38:31,seated,343340
6920559,4,2019-03-06,2019-03-01T19:12:14,seated,343340
6934585,9,2019-03-06,2019-03-02T16:53:47,seated,343340
6975718,4,2019-03-06,2019-03-05T11:11:46,seated,343340
6978889,2,2019-03-06,2019-03-05T13:14:38,seated,343340
6979207,2,2019-03-06,2019-03-05T13:30:55,seated,343340
6994771,2,2019-03-06,2019-03-06T11:15:47,seated,343340
7029205,2,2019-03-08,2019-03-08T08:56:53,seated,343340
7035266,2,2019-03-08,2019-03-08T11:51:21,seated,343340
7039214,4,2019-03-08,2019-03-08T15:21:50,seated,343340
6799583,8,2019-03-09,2019-02-22T16:47:28,seated,343340
7021751,24,2019-03-09,2019-03-07T17:42:34,seated,343340
7059206,3,2019-03-09,2019-03-09T16:28:31,seated,343340
7062263,3,2019-03-09,2019-03-09T18:10:39,seated,343340
7017050,2,2019-03-12,2019-03-07T13:16:31,seated,343340
7100799,3,2019-03-12,2019-03-12T15:37:04,seated,343340
7185599,3,2019-03-15,2019-03-15T11:17:59,seated,343340
7187494,5,2019-03-15,2019-03-15T12:17:03,seated,343340
7191516,3,2019-03-15,2019-03-15T16:04:49,seated,343340
7222867,3,2019-03-17,2019-03-17T13:35:23,seated,343340
7222895,2,2019-03-17,2019-03-17T13:40:40,seated,343340
7223718,2,2019-03-17,2019-03-17T15:37:42,seated,343340
7225433,4,2019-03-17,2019-03-17T18:05:31,seated,343340
7288468,6,2019-03-22,2019-03-21T11:42:12,seated,343340
7315980,11,2019-03-22,2019-03-22T17:42:08,seated,343340
7339692,8,2019-03-25,2019-03-23T22:33:22,seated,343340
7360341,10,2019-03-30,2019-03-25T17:09:56,seated,343340
7440204,7,2019-03-30,2019-03-29T17:26:52,seated,343340
7455809,6,2019-03-30,2019-03-30T14:50:23,seated,343340
7456985,2,2019-03-30,2019-03-30T16:02:47,seated,343340
7461099,3,2019-03-30,2019-03-30T18:20:34,seated,343340
7462398,2,2019-03-30,2019-03-30T18:57:55,seated,343340
7482315,18,2019-04-02,2019-04-01T13:51:30,seated,343340
7499223,5,2019-04-02,2019-04-02T12:51:31,seated,343340
7498865,2,2019-04-03,2019-04-02T12:30:40,seated,343340
7585011,2,2019-04-06,2019-04-06T16:45:52,seated,343340
7587292,6,2019-04-06,2019-04-06T17:45:32,seated,343340
7597780,4,2019-04-07,2019-04-07T16:34:24,seated,343340
7597984,4,2019-04-07,2019-04-07T16:47:22,seated,343340
7643484,3,2019-04-10,2019-04-10T09:47:16,seated,343340
7650279,2,2019-04-10,2019-04-10T14:36:08,seated,343340
7699860,10,2019-04-13,2019-04-12T18:18:38,seated,343340
7863492,2,2019-04-19,2019-04-19T17:20:50,seated,343340
7936330,6,2019-04-24,2019-04-24T16:42:50,seated,343340
7956407,2,2019-04-26,2019-04-25T16:40:04,seated,343340
7970932,4,2019-04-27,2019-04-26T11:22:15,seated,343340
7995204,4,2019-04-27,2019-04-27T15:35:59,seated,343340
8043201,2,2019-04-30,2019-04-30T15:55:43,seated,343340
8147808,2,2019-05-01,2019-05-01T15:52:13,seated,343340
8150134,2,2019-05-01,2019-05-01T17:37:41,seated,343340
8212771,2,2019-05-04,2019-05-04T17:38:07,seated,343340
8239709,4,2019-05-06,2019-05-06T17:15:39,seated,343340
8241225,3,2019-05-07,2019-05-06T18:18:59,seated,343340
8246195,3,2019-05-07,2019-05-07T08:23:31,seated,343340
8258678,2,2019-05-07,2019-05-07T16:35:57,seated,343340
8272261,2,2019-05-08,2019-05-08T11:47:29,seated,343340
8273683,3,2019-05-08,2019-05-08T13:47:06,seated,343340
8300574,6,2019-05-10,2019-05-09T19:43:59,seated,343340
8336528,2,2019-05-11,2019-05-11T16:03:43,seated,343340
8387896,4,2019-05-14,2019-05-14T18:19:04,seated,343340
6049827,6,2019-01-05,2019-01-05T19:17:01,seated,343340
6050048,4,2019-01-05,2019-01-05T19:32:25,seated,343340
6050067,4,2019-01-05,2019-01-05T19:34:11,seated,343340
6110184,5,2019-01-11,2019-01-10T20:04:30,seated,343340
6516672,15,2019-02-08,2019-02-07T09:49:45,seated,343340
6526506,3,2019-02-12,2019-02-07T16:56:23,seated,343340
6538980,6,2019-02-12,2019-02-08T11:01:41,seated,343340
6594312,2,2019-02-12,2019-02-11T16:53:38,seated,343340
6637800,2,2019-02-13,2019-02-13T15:55:15,seated,343340
6660381,4,2019-02-14,2019-02-14T14:31:42,seated,343340
6739269,3,2019-02-19,2019-02-19T11:45:05,seated,343340
6741232,3,2019-02-19,2019-02-19T13:25:57,seated,343340
6859647,3,2019-02-26,2019-02-26T17:48:14,seated,343340
6864028,3,2019-02-27,2019-02-26T21:29:38,seated,343340
6946530,2,2019-03-06,2019-03-03T15:21:10,seated,343340
6951774,2,2019-03-06,2019-03-04T08:26:08,seated,343340
6960223,4,2019-03-06,2019-03-04T12:21:01,seated,343340
6964187,8,2019-03-06,2019-03-04T16:53:31,seated,343340
6967804,8,2019-03-06,2019-03-04T19:55:01,seated,343340
6967926,5,2019-03-06,2019-03-04T20:04:02,seated,343340
6987405,4,2019-03-06,2019-03-05T20:15:40,seated,343340
7220902,3,2019-03-17,2019-03-17T11:02:50,seated,343340
7222532,6,2019-03-17,2019-03-17T12:52:08,seated,343340
7225174,2,2019-03-17,2019-03-17T17:48:28,seated,343340
7314015,9,2019-03-22,2019-03-22T16:33:49,seated,343340
7378704,2,2019-03-26,2019-03-26T17:08:08,seated,343340
7500674,6,2019-04-03,2019-04-02T14:31:45,seated,343340
7525129,3,2019-04-03,2019-04-03T18:06:33,seated,343340
7707037,3,2019-04-13,2019-04-13T10:05:53,seated,343340
8041367,1,2019-04-30,2019-04-30T14:13:30,seated,343340
8054552,3,2019-05-01,2019-05-01T10:11:08,seated,343340
8161034,4,2019-05-02,2019-05-02T10:40:19,seated,343340
8254581,4,2019-05-07,2019-05-07T13:05:43,seated,343340
8277280,4,2019-05-08,2019-05-08T17:18:35,seated,343340
6041884,12,2019-01-05,2019-01-05T11:53:23,seated,343340
6045106,5,2019-01-05,2019-01-05T15:41:24,seated,343340
6014721,25,2019-01-11,2019-01-03T14:06:53,seated,343340
6188937,9,2019-01-18,2019-01-16T17:07:52,seated,343340
6203744,8,2019-01-18,2019-01-17T15:07:49,seated,343340
6216774,2,2019-01-18,2019-01-18T11:18:52,seated,343340
6443126,3,2019-02-02,2019-02-02T12:41:39,seated,343340
6544472,2,2019-02-08,2019-02-08T14:54:00,seated,343340
6569026,2,2019-02-09,2019-02-09T18:37:08,seated,343340
6594904,4,2019-02-12,2019-02-11T17:18:27,seated,343340
6653742,2,2019-02-14,2019-02-14T10:48:07,seated,343340
6684668,2,2019-02-15,2019-02-15T17:33:52,seated,343340
6667688,2,2019-02-16,2019-02-14T19:20:27,seated,343340
6695193,2,2019-02-16,2019-02-16T11:24:19,seated,343340
6697256,2,2019-02-16,2019-02-16T12:39:35,seated,343340
6698984,8,2019-02-16,2019-02-16T14:14:26,seated,343340
6704405,2,2019-02-16,2019-02-16T18:13:06,seated,343340
6710239,4,2019-02-19,2019-02-17T10:43:49,seated,343340
6737437,4,2019-02-19,2019-02-19T10:56:39,seated,343340
6740824,2,2019-02-19,2019-02-19T13:03:44,seated,343340
6727062,6,2019-02-22,2019-02-18T16:45:57,seated,343340
6723351,4,2019-02-23,2019-02-18T12:18:11,seated,343340
6818678,11,2019-02-23,2019-02-23T17:59:21,seated,343340
6930390,6,2019-03-02,2019-03-02T12:56:13,seated,343340
6939331,2,2019-03-02,2019-03-02T19:21:22,seated,343340
6967172,6,2019-03-04,2019-03-04T19:14:53,seated,343340
6949455,5,2019-03-06,2019-03-03T19:18:01,seated,343340
7040725,3,2019-03-08,2019-03-08T16:41:11,seated,343340
7057493,2,2019-03-09,2019-03-09T14:46:41,seated,343340
7098364,3,2019-03-12,2019-03-12T12:53:01,seated,343340
7225823,9,2019-03-17,2019-03-17T18:30:04,seated,343340
7311413,6,2019-03-23,2019-03-22T13:55:50,seated,343340
7314644,3,2019-03-23,2019-03-22T16:59:48,seated,343340
7326972,7,2019-03-23,2019-03-23T11:31:49,seated,343340
7329707,5,2019-03-23,2019-03-23T13:27:08,seated,343340
7335525,3,2019-03-23,2019-03-23T18:02:47,seated,343340
7158205,15,2019-03-30,2019-03-13T19:52:01,seated,343340
7520227,3,2019-04-03,2019-04-03T14:47:22,seated,343340
7578504,2,2019-04-06,2019-04-06T11:40:46,seated,343340
7580861,5,2019-04-06,2019-04-06T13:51:50,seated,343340
7583027,2,2019-04-06,2019-04-06T15:40:26,seated,343340
7588519,2,2019-04-06,2019-04-06T18:25:05,seated,343340
7712991,5,2019-04-13,2019-04-13T14:37:25,seated,343340
7863026,10,2019-04-27,2019-04-19T17:10:20,seated,343340
7904754,7,2019-04-27,2019-04-22T19:54:05,seated,343340
8046362,4,2019-04-30,2019-04-30T17:29:19,seated,343340
8046580,4,2019-04-30,2019-04-30T17:34:28,seated,343340
8164928,3,2019-05-02,2019-05-02T13:46:22,seated,343340
8204752,14,2019-05-04,2019-05-04T11:55:45,seated,343340
8238789,2,2019-05-07,2019-05-06T16:39:18,seated,343340
